step,total_cost,total_scaled_cost,average_cost_per_plane,total_lateness,total_scaled_lateness,average_lateness_per_plane,total_steps,average_steps,total_waiting_steps,total_waiting_to_process_steps,total_waiting_for_route_steps,max_seconds_to_complete,total_malfunctions,missed_deliveries,total_rewards_for_all_agents,average_rewards_for_all_agents,score,total_cargo_generated,dynamic_cargo_generated
3044,48.85920100790339,7.403745923327088,24.429600503951693,3568,6.499492063492064,1784.0,3044,1522.0,81,81,0,31030,1190,36,-60520.52709889999,-30260.263549449995,366.5735295227254,50,10
3045,48.85920100790339,7.403745923327088,24.429600503951693,3579,6.519547619047619,1789.5,3045,1522.5,81,81,0,31040,1190,36,-60548.52709889999,-30274.263549449995,366.5935850782809,50,10
3046,48.85920100790339,7.403745923327088,24.429600503951693,3029,5.53781746031746,1514.5,3046,1523.0,81,81,0,31050,1190,37,-60594.52709889999,-30297.263549449995,375.61185491955075,50,10
3047,48.85920100790339,7.403745923327088,24.429600503951693,3039,5.556087301587302,1519.5,3047,1523.5,81,81,0,31060,1190,37,-60620.52709889999,-30310.263549449995,375.6301247608206,50,10
3048,48.85920100790339,7.403745923327088,24.429600503951693,3049,5.574357142857143,1524.5,3048,1524.0,81,81,0,31070,1190,37,-60646.52709889999,-30323.263549449995,375.64839460209043,50,10
3049,48.85920100790339,7.403745923327088,24.429600503951693,3059,5.5926269841269844,1529.5,3049,1524.5,81,81,0,31080,1190,37,-60672.52709889999,-30336.263549449995,375.6666644433603,50,10
3050,48.85920100790339,7.403745923327088,24.429600503951693,3069,5.610896825396825,1534.5,3050,1525.0,81,81,0,31090,1192,37,-60698.52709889999,-30349.263549449995,375.6849342846301,50,10
3051,48.85920100790339,7.403745923327088,24.429600503951693,3079,5.629166666666666,1539.5,3051,1525.5,81,81,0,31100,1192,37,-60724.52709889999,-30362.263549449995,375.70320412589996,50,10
3052,48.85920100790339,7.403745923327088,24.429600503951693,3089,5.647436507936509,1544.5,3052,1526.0,81,81,0,31110,1192,37,-60750.52709889999,-30375.263549449995,375.7214739671698,50,10
3053,48.85920100790339,7.403745923327088,24.429600503951693,3099,5.665706349206349,1549.5,3053,1526.5,81,81,0,31120,1192,37,-60776.52709889999,-30388.263549449995,375.73974380843964,50,10
3054,48.85920100790339,7.403745923327088,24.429600503951693,3109,5.68397619047619,1554.5,3054,1527.0,81,81,0,31130,1192,37,-60802.52709889999,-30401.263549449995,375.7580136497095,50,10
3055,48.85920100790339,7.403745923327088,24.429600503951693,3119,5.702246031746032,1559.5,3055,1527.5,81,81,0,31140,1192,37,-60828.52709889999,-30414.263549449995,375.7762834909793,50,10
3056,48.85920100790339,7.403745923327088,24.429600503951693,3129,5.720515873015873,1564.5,3056,1528.0,81,81,0,31150,1192,37,-60854.52709889999,-30427.263549449995,375.79455333224917,50,10
3057,48.85920100790339,7.403745923327088,24.429600503951693,3139,5.738785714285714,1569.5,3057,1528.5,81,81,0,31160,1192,37,-60880.52709889999,-30440.263549449995,375.812823173519,50,10
3058,48.85920100790339,7.403745923327088,24.429600503951693,3149,5.757055555555556,1574.5,3058,1529.0,81,81,0,31170,1192,37,-60906.52709889999,-30453.263549449995,375.83109301478885,50,10
3059,48.85920100790339,7.403745923327088,24.429600503951693,3159,5.775325396825397,1579.5,3059,1529.5,81,81,0,31180,1192,37,-60932.52709889999,-30466.263549449995,375.8493628560587,50,10
3060,48.85920100790339,7.403745923327088,24.429600503951693,3169,5.7935952380952385,1584.5,3060,1530.0,81,81,0,31190,1192,37,-60958.52709889999,-30479.263549449995,375.86763269732853,50,10
3061,48.85920100790339,7.403745923327088,24.429600503951693,3179,5.811865079365079,1589.5,3061,1530.5,81,81,0,31200,1192,37,-60984.52709889999,-30492.263549449995,375.8859025385984,50,10
3062,48.85920100790339,7.403745923327088,24.429600503951693,3189,5.8301349206349204,1594.5,3062,1531.0,81,81,0,31210,1192,37,-61010.52709889999,-30505.263549449995,375.9041723798682,50,10
3063,48.85920100790339,7.403745923327088,24.429600503951693,3199,5.848404761904763,1599.5,3063,1531.5,81,81,0,31220,1192,37,-61036.52709889999,-30518.263549449995,375.92244222113806,50,10
3064,48.85920100790339,7.403745923327088,24.429600503951693,3209,5.866674603174603,1604.5,3064,1532.0,81,81,0,31230,1192,37,-61062.52709889999,-30531.263549449995,375.9407120624079,50,10
3065,48.85920100790339,7.403745923327088,24.429600503951693,3219,5.884944444444444,1609.5,3065,1532.5,81,81,0,31240,1192,37,-61088.52709889999,-30544.263549449995,375.95898190367774,50,10
3066,48.85920100790339,7.403745923327088,24.429600503951693,3229,5.903214285714286,1614.5,3066,1533.0,81,81,0,31250,1192,37,-61114.52709889999,-30557.263549449995,375.9772517449476,50,10
3067,48.85920100790339,7.403745923327088,24.429600503951693,3239,5.921484126984128,1619.5,3067,1533.5,81,81,0,31260,1192,37,-61140.52709889999,-30570.263549449995,375.9955215862174,50,10
3068,48.85920100790339,7.403745923327088,24.429600503951693,3249,5.939753968253968,1624.5,3068,1534.0,81,81,0,31270,1192,37,-61166.52709889999,-30583.263549449995,376.01379142748726,50,10
3069,48.85920100790339,7.403745923327088,24.429600503951693,3259,5.958023809523809,1629.5,3069,1534.5,81,81,0,31280,1192,37,-61192.52709889999,-30596.263549449995,376.0320612687571,50,10
3070,48.85920100790339,7.403745923327088,24.429600503951693,3269,5.976293650793651,1634.5,3070,1535.0,81,81,0,31290,1192,37,-61218.52709889999,-30609.263549449995,376.05033111002695,50,10
3071,48.85920100790339,7.403745923327088,24.429600503951693,3279,5.994563492063492,1639.5,3071,1535.5,81,81,0,31300,1194,37,-61244.52709889999,-30622.263549449995,376.0686009512968,50,10
3072,48.85920100790339,7.403745923327088,24.429600503951693,3289,6.012833333333334,1644.5,3072,1536.0,81,81,0,31310,1194,37,-61270.52709889999,-30635.263549449995,376.08687079256663,50,10
3073,48.85920100790339,7.403745923327088,24.429600503951693,2738,5.02931746031746,1369.0,3073,1536.5,81,81,0,31320,1194,38,-61314.52709889999,-30657.263549449995,385.1033549195508,50,10
3074,48.85920100790339,7.403745923327088,24.429600503951693,2747,5.045801587301587,1373.5,3074,1537.0,81,81,0,31330,1194,38,-61338.52709889999,-30669.263549449995,385.1198390465349,50,10
3075,48.85920100790339,7.403745923327088,24.429600503951693,2756,5.062285714285714,1378.0,3075,1537.5,81,81,0,31340,1194,38,-61362.52709889999,-30681.263549449995,385.13632317351903,50,10
3076,48.85920100790339,7.403745923327088,24.429600503951693,2765,5.078769841269842,1382.5,3076,1538.0,81,81,0,31350,1194,38,-61386.52709889999,-30693.263549449995,385.1528073005031,50,10
3077,48.85920100790339,7.403745923327088,24.429600503951693,2774,5.095253968253968,1387.0,3077,1538.5,81,81,0,31360,1194,38,-61410.52709889999,-30705.263549449995,385.1692914274873,50,10
3078,48.85920100790339,7.403745923327088,24.429600503951693,2783,5.1117380952380955,1391.5,3078,1539.0,81,81,0,31370,1196,38,-61434.52709889999,-30717.263549449995,385.1857755544714,50,10
3079,48.85920100790339,7.403745923327088,24.429600503951693,2792,5.128222222222222,1396.0,3079,1539.5,81,81,0,31380,1196,38,-61458.52709889999,-30729.263549449995,385.20225968145553,50,10
3080,48.85920100790339,7.403745923327088,24.429600503951693,2801,5.144706349206349,1400.5,3080,1540.0,81,81,0,31390,1198,38,-61482.52709889999,-30741.263549449995,385.2187438084396,50,10
3081,48.85920100790339,7.403745923327088,24.429600503951693,2810,5.161190476190477,1405.0,3081,1540.5,81,81,0,31400,1198,38,-61506.52709889999,-30753.263549449995,385.2352279354238,50,10
3082,48.85920100790339,7.403745923327088,24.429600503951693,2819,5.177674603174603,1409.5,3082,1541.0,81,81,0,31410,1198,38,-61530.52709889999,-30765.263549449995,385.2517120624079,50,10
3083,48.85920100790339,7.403745923327088,24.429600503951693,2828,5.19415873015873,1414.0,3083,1541.5,81,81,0,31420,1198,38,-61554.52709889999,-30777.263549449995,385.26819618939203,50,10
3084,48.85920100790339,7.403745923327088,24.429600503951693,2837,5.210642857142857,1418.5,3084,1542.0,81,81,0,31430,1198,38,-61578.52709889999,-30789.263549449995,385.2846803163761,50,10
3085,48.85920100790339,7.403745923327088,24.429600503951693,2846,5.2271269841269845,1423.0,3085,1542.5,81,81,0,31440,1198,38,-61602.52709889999,-30801.263549449995,385.3011644433603,50,10
3086,48.85920100790339,7.403745923327088,24.429600503951693,2855,5.243611111111111,1427.5,3086,1543.0,81,81,0,31450,1198,38,-61626.52709889999,-30813.263549449995,385.31764857034443,50,10
3087,48.85920100790339,7.403745923327088,24.429600503951693,2864,5.2600952380952375,1432.0,3087,1543.5,81,81,0,31460,1198,38,-61650.52709889999,-30825.263549449995,385.3341326973285,50,10
3088,48.85920100790339,7.403745923327088,24.429600503951693,2873,5.276579365079366,1436.5,3088,1544.0,81,81,0,31470,1198,38,-61674.52709889999,-30837.263549449995,385.3506168243127,50,10
3089,48.85920100790339,7.403745923327088,24.429600503951693,2882,5.293063492063492,1441.0,3089,1544.5,81,81,0,31480,1198,38,-61698.52709889999,-30849.263549449995,385.3671009512968,50,10
3090,48.85920100790339,7.403745923327088,24.429600503951693,2891,5.309547619047619,1445.5,3090,1545.0,81,81,0,31490,1198,38,-61722.52709889999,-30861.263549449995,385.38358507828093,50,10
3091,48.85920100790339,7.403745923327088,24.429600503951693,2900,5.326031746031747,1450.0,3091,1545.5,81,81,0,31500,1198,38,-61746.52709889999,-30873.263549449995,385.400069205265,50,10
3092,48.85920100790339,7.403745923327088,24.429600503951693,2909,5.342515873015873,1454.5,3092,1546.0,81,81,0,31510,1200,38,-61770.52709889999,-30885.263549449995,385.4165533322492,50,10
3093,48.85920100790339,7.403745923327088,24.429600503951693,2918,5.359,1459.0,3093,1546.5,81,81,0,31520,1202,38,-61794.52709889999,-30897.263549449995,385.4330374592333,50,10
3094,48.85920100790339,7.403745923327088,24.429600503951693,2927,5.3754841269841265,1463.5,3094,1547.0,81,81,0,31530,1202,38,-61818.52709889999,-30909.263549449995,385.44952158621743,50,10
3095,48.85920100790339,7.403745923327088,24.429600503951693,2936,5.391968253968253,1468.0,3095,1547.5,81,81,0,31540,1202,38,-61842.52709889999,-30921.263549449995,385.4660057132015,50,10
3096,48.85920100790339,7.403745923327088,24.429600503951693,2945,5.408452380952381,1472.5,3096,1548.0,81,81,0,31550,1202,38,-61866.52709889999,-30933.263549449995,385.4824898401857,50,10
3097,48.85920100790339,7.403745923327088,24.429600503951693,2954,5.424936507936509,1477.0,3097,1548.5,81,81,0,31560,1202,38,-61890.52709889999,-30945.263549449995,385.49897396716983,50,10
3098,48.85920100790339,7.403745923327088,24.429600503951693,2963,5.441420634920634,1481.5,3098,1549.0,81,81,0,31570,1202,38,-61914.52709889999,-30957.263549449995,385.5154580941539,50,10
3099,48.85920100790339,7.403745923327088,24.429600503951693,2972,5.4579047619047625,1486.0,3099,1549.5,81,81,0,31580,1202,38,-61938.52709889999,-30969.263549449995,385.5319422211381,50,10
3100,48.85920100790339,7.403745923327088,24.429600503951693,2981,5.474388888888889,1490.5,3100,1550.0,81,81,0,31590,1204,38,-61962.52709889999,-30981.263549449995,385.5484263481222,50,10
3101,48.85920100790339,7.403745923327088,24.429600503951693,2429,4.489087301587301,1214.5,3101,1550.5,81,81,0,31600,1204,39,-62004.52709889999,-31002.263549449995,394.5631247608206,50,10
3102,48.85920100790339,7.403745923327088,24.429600503951693,1936,3.501785714285714,968.0,3102,1551.0,81,81,0,31610,1204,40,-62044.52709889999,-31022.263549449995,403.575823173519,50,10
3103,48.85920100790339,7.403745923327088,24.429600503951693,1943,3.5144841269841267,971.5,3103,1551.5,81,81,0,31620,1204,40,-62064.52709889999,-31032.263549449995,403.58852158621744,50,10
3104,48.85920100790339,7.403745923327088,24.429600503951693,1950,3.52718253968254,975.0,3104,1552.0,81,81,0,31630,1204,40,-62084.52709889999,-31042.263549449995,403.60121999891584,50,10
3105,48.85920100790339,7.403745923327088,24.429600503951693,1957,3.539880952380953,978.5,3105,1552.5,81,81,0,31640,1204,40,-62104.52709889999,-31052.263549449995,403.61391841161424,50,10
3106,48.85920100790339,7.403745923327088,24.429600503951693,1964,3.5525793650793647,982.0,3106,1553.0,81,81,0,31650,1204,40,-62124.52709889999,-31062.263549449995,403.62661682431263,50,10
3107,48.85920100790339,7.403745923327088,24.429600503951693,1971,3.5652777777777778,985.5,3107,1553.5,81,81,0,31660,1204,40,-62144.52709889999,-31072.263549449995,403.6393152370111,50,10
3108,48.85920100790339,7.403745923327088,24.429600503951693,1978,3.577976190476191,989.0,3108,1554.0,81,81,0,31670,1204,40,-62164.52709889999,-31082.263549449995,403.6520136497095,50,10
3109,48.85920100790339,7.403745923327088,24.429600503951693,1985,3.590674603174603,992.5,3109,1554.5,81,81,0,31680,1204,40,-62184.52709889999,-31092.263549449995,403.6647120624079,50,10
3110,48.85920100790339,7.403745923327088,24.429600503951693,1992,3.6033730158730157,996.0,3110,1555.0,81,81,0,31690,1204,40,-62204.52709889999,-31102.263549449995,403.6774104751063,50,10
3111,48.85920100790339,7.403745923327088,24.429600503951693,1999,3.616071428571429,999.5,3111,1555.5,81,81,0,31700,1204,40,-62224.52709889999,-31112.263549449995,403.69010888780474,50,10
3112,48.85920100790339,7.403745923327088,24.429600503951693,1445,2.626984126984127,722.5,3112,1556.0,81,81,0,31710,1204,41,-62262.52709889999,-31131.263549449995,412.70102158621745,50,10
3113,48.85920100790339,7.403745923327088,24.429600503951693,1451,2.637896825396825,725.5,3113,1556.5,81,81,0,31720,1204,41,-62280.52709889999,-31140.263549449995,412.7119342846301,50,10
3114,48.85920100790339,7.403745923327088,24.429600503951693,1457,2.6488095238095237,728.5,3114,1557.0,81,81,0,31730,1204,41,-62298.52709889999,-31149.263549449995,412.7228469830428,50,10
3115,48.85920100790339,7.403745923327088,24.429600503951693,1463,2.6597222222222223,731.5,3115,1557.5,81,81,0,31740,1204,41,-62316.52709889999,-31158.263549449995,412.7337596814555,50,10
3116,48.85920100790339,7.403745923327088,24.429600503951693,1469,2.6706349206349205,734.5,3116,1558.0,81,81,0,31750,1204,41,-62334.52709889999,-31167.263549449995,412.74467237986823,50,10
3117,48.85920100790339,7.403745923327088,24.429600503951693,1475,2.681547619047619,737.5,3117,1558.5,81,81,0,31760,1204,41,-62352.52709889999,-31176.263549449995,412.7555850782809,50,10
3118,48.85920100790339,7.403745923327088,24.429600503951693,1481,2.692460317460317,740.5,3118,1559.0,81,81,0,31770,1206,41,-62370.52709889999,-31185.263549449995,412.7664977766936,50,10
3119,48.85920100790339,7.403745923327088,24.429600503951693,1487,2.703373015873016,743.5,3119,1559.5,81,81,0,31780,1208,41,-62388.52709889999,-31194.263549449995,412.7774104751063,50,10
3120,48.85920100790339,7.403745923327088,24.429600503951693,1493,2.714285714285714,746.5,3120,1560.0,81,81,0,31790,1208,41,-62406.52709889999,-31203.263549449995,412.788323173519,50,10
3121,48.85920100790339,7.403745923327088,24.429600503951693,1499,2.725198412698413,749.5,3121,1560.5,81,81,0,31800,1208,41,-62424.52709889999,-31212.263549449995,412.7992358719317,50,10
3122,48.85920100790339,7.403745923327088,24.429600503951693,1505,2.736111111111111,752.5,3122,1561.0,81,81,0,31810,1208,41,-62442.52709889999,-31221.263549449995,412.8101485703444,50,10
3123,48.85920100790339,7.403745923327088,24.429600503951693,1511,2.7470238095238098,755.5,3123,1561.5,81,81,0,31820,1208,41,-62460.52709889999,-31230.263549449995,412.8210612687571,50,10
3124,48.85920100790339,7.403745923327088,24.429600503951693,1517,2.757936507936508,758.5,3124,1562.0,81,81,0,31830,1208,41,-62478.52709889999,-31239.263549449995,412.8319739671698,50,10
3125,48.85920100790339,7.403745923327088,24.429600503951693,1523,2.768849206349206,761.5,3125,1562.5,81,81,0,31840,1210,41,-62496.52709889999,-31248.263549449995,412.8428866655825,50,10
3126,48.85920100790339,7.403745923327088,24.429600503951693,1529,2.7797619047619047,764.5,3126,1563.0,81,81,0,31850,1210,41,-62514.52709889999,-31257.263549449995,412.8537993639952,50,10
3127,48.85920100790339,7.403745923327088,24.429600503951693,1535,2.7906746031746033,767.5,3127,1563.5,81,81,0,31860,1210,41,-62532.52709889999,-31266.263549449995,412.8647120624079,50,10
3128,48.85920100790339,7.403745923327088,24.429600503951693,1541,2.8015873015873014,770.5,3128,1564.0,81,81,0,31870,1210,41,-62550.52709889999,-31275.263549449995,412.8756247608206,50,10
3129,48.85920100790339,7.403745923327088,24.429600503951693,1547,2.8125,773.5,3129,1564.5,81,81,0,31880,1210,41,-62568.52709889999,-31284.263549449995,412.8865374592333,50,10
3130,48.85920100790339,7.403745923327088,24.429600503951693,1553,2.8234126984126986,776.5,3130,1565.0,81,81,0,31890,1212,41,-62586.52709889999,-31293.263549449995,412.897450157646,50,10
3131,48.85920100790339,7.403745923327088,24.429600503951693,1559,2.8343253968253967,779.5,3131,1565.5,81,81,0,31900,1212,41,-62604.52709889999,-31302.263549449995,412.9083628560587,50,10
3132,48.85920100790339,7.403745923327088,24.429600503951693,1565,2.8452380952380953,782.5,3132,1566.0,81,81,0,31910,1212,41,-62622.52709889999,-31311.263549449995,412.91927555447137,50,10
3133,48.85920100790339,7.403745923327088,24.429600503951693,1571,2.856150793650794,785.5,3133,1566.5,81,81,0,31920,1212,41,-62640.52709889999,-31320.263549449995,412.9301882528841,50,10
3134,48.85920100790339,7.403745923327088,24.429600503951693,1577,2.867063492063492,788.5,3134,1567.0,81,81,0,31930,1212,41,-62658.52709889999,-31329.263549449995,412.9411009512968,50,10
3135,48.85920100790339,7.403745923327088,24.429600503951693,1583,2.8779761904761902,791.5,3135,1567.5,81,81,0,31940,1214,41,-62676.52709889999,-31338.263549449995,412.9520136497095,50,10
3136,48.85920100790339,7.403745923327088,24.429600503951693,1589,2.888888888888889,794.5,3136,1568.0,81,81,0,31950,1214,41,-62694.52709889999,-31347.263549449995,412.9629263481222,50,10
3137,48.85920100790339,7.403745923327088,24.429600503951693,1595,2.899801587301587,797.5,3137,1568.5,81,81,0,31960,1214,41,-62712.52709889999,-31356.263549449995,412.97383904653486,50,10
3138,48.85920100790339,7.403745923327088,24.429600503951693,1601,2.9107142857142856,800.5,3138,1569.0,81,81,0,31970,1214,41,-62730.52709889999,-31365.263549449995,412.9847517449476,50,10
3139,48.85920100790339,7.403745923327088,24.429600503951693,1607,2.921626984126984,803.5,3139,1569.5,81,81,0,31980,1214,41,-62748.52709889999,-31374.263549449995,412.9956644433603,50,10
3140,48.85920100790339,7.403745923327088,24.429600503951693,1613,2.932539682539683,806.5,3140,1570.0,81,81,0,31990,1214,41,-62766.52709889999,-31383.263549449995,413.006577141773,50,10
3141,48.85920100790339,7.403745923327088,24.429600503951693,1619,2.943452380952381,809.5,3141,1570.5,81,81,0,32000,1216,41,-62784.52709889999,-31392.263549449995,413.0174898401857,50,10
3142,48.85920100790339,7.403745923327088,24.429600503951693,1625,2.9543650793650795,812.5,3142,1571.0,81,81,0,32010,1216,41,-62802.52709889999,-31401.263549449995,413.02840253859836,50,10
3143,48.85920100790339,7.403745923327088,24.429600503951693,1631,2.9652777777777777,815.5,3143,1571.5,81,81,0,32020,1216,41,-62820.52709889999,-31410.263549449995,413.03931523701107,50,10
3144,48.85920100790339,7.403745923327088,24.429600503951693,1637,2.9761904761904763,818.5,3144,1572.0,81,81,0,32030,1216,41,-62838.52709889999,-31419.263549449995,413.0502279354238,50,10
3145,48.85920100790339,7.403745923327088,24.429600503951693,1643,2.987103174603175,821.5,3145,1572.5,81,81,0,32040,1216,41,-62856.52709889999,-31428.263549449995,413.0611406338365,50,10
3146,48.85920100790339,7.403745923327088,24.429600503951693,1088,1.9962301587301587,544.0,3146,1573.0,81,81,0,32050,1216,42,-62892.52709889999,-31446.263549449995,422.07026761796345,50,10
3147,48.85920100790339,7.403745923327088,24.429600503951693,1093,2.0053571428571426,546.5,3147,1573.5,81,81,0,32060,1216,42,-62908.52709889999,-31454.263549449995,422.0793946020904,50,10
3148,48.85920100790339,7.403745923327088,24.429600503951693,1098,2.014484126984127,549.0,3148,1574.0,81,81,0,32070,1218,42,-62924.52709889999,-31462.263549449995,422.08852158621744,50,10
3149,48.85920100790339,7.403745923327088,24.429600503951693,1103,2.0236111111111112,551.5,3149,1574.5,81,81,0,32080,1218,42,-62940.52709889999,-31470.263549449995,422.0976485703444,50,10
3150,48.85920100790339,7.403745923327088,24.429600503951693,1108,2.0327380952380953,554.0,3150,1575.0,81,81,0,32090,1220,42,-62956.52709889999,-31478.263549449995,422.10677555447137,50,10
3151,48.85920100790339,7.403745923327088,24.429600503951693,1113,2.0418650793650794,556.5,3151,1575.5,81,81,0,32100,1220,42,-62972.52709889999,-31486.263549449995,422.1159025385984,50,10
3152,48.85920100790339,7.403745923327088,24.429600503951693,1118,2.0509920634920635,559.0,3152,1576.0,81,81,0,32110,1220,42,-62988.52709889999,-31494.263549449995,422.12502952272536,50,10
3153,48.85920100790339,7.403745923327088,24.429600503951693,1123,2.0601190476190476,561.5,3153,1576.5,81,81,0,32120,1220,42,-63004.52709889999,-31502.263549449995,422.1341565068523,50,10
3154,48.85920100790339,7.403745923327088,24.429600503951693,1128,2.0692460317460317,564.0,3154,1577.0,81,81,0,32130,1222,42,-63020.52709889999,-31510.263549449995,422.14328349097934,50,10
3155,48.85920100790339,7.403745923327088,24.429600503951693,1133,2.078373015873016,566.5,3155,1577.5,81,81,0,32140,1222,42,-63036.52709889999,-31518.263549449995,422.1524104751063,50,10
3156,48.85920100790339,7.403745923327088,24.429600503951693,1138,2.0875,569.0,3156,1578.0,81,81,0,32150,1222,42,-63052.52709889999,-31526.263549449995,422.1615374592333,50,10
3157,48.85920100790339,7.403745923327088,24.429600503951693,1143,2.096626984126984,571.5,3157,1578.5,81,81,0,32160,1224,42,-63068.52709889999,-31534.263549449995,422.1706644433603,50,10
3158,48.85920100790339,7.403745923327088,24.429600503951693,1148,2.105753968253968,574.0,3158,1579.0,81,81,0,32170,1226,42,-63084.52709889999,-31542.263549449995,422.17979142748726,50,10
3159,48.85920100790339,7.403745923327088,24.429600503951693,1153,2.114880952380952,576.5,3159,1579.5,81,81,0,32180,1226,42,-63100.52709889999,-31550.263549449995,422.1889184116142,50,10
3160,48.85920100790339,7.403745923327088,24.429600503951693,1158,2.1240079365079367,579.0,3160,1580.0,81,81,0,32190,1226,42,-63116.52709889999,-31558.263549449995,422.19804539574125,50,10
3161,48.85920100790339,7.403745923327088,24.429600503951693,1163,2.133134920634921,581.5,3161,1580.5,81,81,0,32200,1226,42,-63132.52709889999,-31566.263549449995,422.2071723798682,50,10
3162,48.85920100790339,7.403745923327088,24.429600503951693,1168,2.142261904761905,584.0,3162,1581.0,81,81,0,32210,1226,42,-63148.52709889999,-31574.263549449995,422.2162993639952,50,10
3163,48.85920100790339,7.403745923327088,24.429600503951693,1173,2.151388888888889,586.5,3163,1581.5,81,81,0,32220,1226,42,-63164.52709889999,-31582.263549449995,422.2254263481222,50,10
3164,48.85920100790339,7.403745923327088,24.429600503951693,1178,2.160515873015873,589.0,3164,1582.0,81,81,0,32230,1226,42,-63180.52709889999,-31590.263549449995,422.23455333224916,50,10
3165,48.85920100790339,7.403745923327088,24.429600503951693,1183,2.1696428571428568,591.5,3165,1582.5,81,81,0,32240,1226,42,-63196.52709889999,-31598.263549449995,422.2436803163761,50,10
3166,48.85920100790339,7.403745923327088,24.429600503951693,1188,2.1787698412698413,594.0,3166,1583.0,81,81,0,32250,1226,42,-63212.52709889999,-31606.263549449995,422.25280730050315,50,10
3167,48.85920100790339,7.403745923327088,24.429600503951693,1193,2.1878968253968254,596.5,3167,1583.5,81,81,0,32260,1226,42,-63228.52709889999,-31614.263549449995,422.2619342846301,50,10
3168,48.85920100790339,7.403745923327088,24.429600503951693,1198,2.1970238095238095,599.0,3168,1584.0,81,81,0,32270,1226,42,-63244.52709889999,-31622.263549449995,422.2710612687571,50,10
3169,48.85920100790339,7.403745923327088,24.429600503951693,1203,2.2061507936507936,601.5,3169,1584.5,81,81,0,32280,1226,42,-63260.52709889999,-31630.263549449995,422.2801882528841,50,10
3170,48.85920100790339,7.403745923327088,24.429600503951693,1208,2.2152777777777777,604.0,3170,1585.0,81,81,0,32290,1226,42,-63276.52709889999,-31638.263549449995,422.28931523701107,50,10
3171,48.85920100790339,7.403745923327088,24.429600503951693,1213,2.224404761904762,606.5,3171,1585.5,81,81,0,32300,1226,42,-63292.52709889999,-31646.263549449995,422.29844222113803,50,10
3172,48.85920100790339,7.403745923327088,24.429600503951693,1218,2.233531746031746,609.0,3172,1586.0,81,81,0,32310,1226,42,-63308.52709889999,-31654.263549449995,422.30756920526505,50,10
3173,48.85920100790339,7.403745923327088,24.429600503951693,1223,2.24265873015873,611.5,3173,1586.5,81,81,0,32320,1226,42,-63324.52709889999,-31662.263549449995,422.316696189392,50,10
3174,48.85920100790339,7.403745923327088,24.429600503951693,1228,2.2517857142857145,614.0,3174,1587.0,81,81,0,32330,1226,42,-63340.52709889999,-31670.263549449995,422.325823173519,50,10
3175,48.85920100790339,7.403745923327088,24.429600503951693,1233,2.260912698412698,616.5,3175,1587.5,81,81,0,32340,1228,42,-63356.52709889999,-31678.263549449995,422.334950157646,50,10
3176,48.85920100790339,7.403745923327088,24.429600503951693,1238,2.2700396825396827,619.0,3176,1588.0,81,81,0,32350,1228,42,-63372.52709889999,-31686.263549449995,422.34407714177297,50,10
3177,48.85920100790339,7.403745923327088,24.429600503951693,1243,2.279166666666667,621.5,3177,1588.5,81,81,0,32360,1228,42,-63388.52709889999,-31694.263549449995,422.35320412589994,50,10
3178,48.85920100790339,7.403745923327088,24.429600503951693,1248,2.2882936507936504,624.0,3178,1589.0,81,81,0,32370,1230,42,-63404.52709889999,-31702.263549449995,422.36233111002696,50,10
3179,48.85920100790339,7.403745923327088,24.429600503951693,1253,2.297420634920635,626.5,3179,1589.5,81,81,0,32380,1232,42,-63420.52709889999,-31710.263549449995,422.3714580941539,50,10
3180,48.85920100790339,7.403745923327088,24.429600503951693,1258,2.306547619047619,629.0,3180,1590.0,81,81,0,32390,1232,42,-63436.52709889999,-31718.263549449995,422.3805850782809,50,10
3181,48.85920100790339,7.403745923327088,24.429600503951693,1263,2.315674603174603,631.5,3181,1590.5,81,81,0,32400,1232,42,-63452.52709889999,-31726.263549449995,422.3897120624079,50,10
3182,48.85920100790339,7.403745923327088,24.429600503951693,1268,2.3248015873015873,634.0,3182,1591.0,81,81,0,32410,1232,42,-63468.52709889999,-31734.263549449995,422.3988390465349,50,10
3183,48.85920100790339,7.403745923327088,24.429600503951693,1273,2.3339285714285714,636.5,3183,1591.5,81,81,0,32420,1232,42,-63484.52709889999,-31742.263549449995,422.40796603066184,50,10
3184,48.85920100790339,7.403745923327088,24.429600503951693,1278,2.343055555555556,639.0,3184,1592.0,81,81,0,32430,1234,42,-63500.52709889999,-31750.263549449995,422.41709301478886,50,10
3185,48.85920100790339,7.403745923327088,24.429600503951693,1283,2.3521825396825395,641.5,3185,1592.5,81,81,0,32440,1234,42,-63516.52709889999,-31758.263549449995,422.4262199989158,50,10
3186,48.85920100790339,7.403745923327088,24.429600503951693,1288,2.3613095238095236,644.0,3186,1593.0,81,81,0,32450,1234,42,-63532.52709889999,-31766.263549449995,422.4353469830428,50,10
3187,48.85920100790339,7.403745923327088,24.429600503951693,1293,2.3704365079365077,646.5,3187,1593.5,81,81,0,32460,1234,42,-63548.52709889999,-31774.263549449995,422.4444739671698,50,10
3188,48.85920100790339,7.403745923327088,24.429600503951693,1298,2.3795634920634923,649.0,3188,1594.0,81,81,0,32470,1236,42,-63564.52709889999,-31782.263549449995,422.4536009512968,50,10
3189,48.85920100790339,7.403745923327088,24.429600503951693,1303,2.388690476190476,651.5,3189,1594.5,81,81,0,32480,1238,42,-63580.52709889999,-31790.263549449995,422.4627279354238,50,10
